Ticker,Date,EntryPrice,SignalType
DOLLAR.NS,2024-12-31 00:00:00,486.5304260253906,BUY
CHAMBLFERT.NS,2025-04-17 00:00:00,667.2709350585938,BUY
CHAMBLFERT.NS,2025-05-07 00:00:00,703.0317993164062,BUY
DOLLAR.NS,2024-12-31 00:00:00,486.5304260253906,BUY
CHAMBLFERT.NS,2025-04-17 00:00:00,667.2709350585938,BUY
CHAMBLFERT.NS,2025-05-07 00:00:00,703.0317993164062,BUY
DOLLAR.NS,2024-12-31 00:00:00,486.5304260253906,BUY
CHAMBLFERT.NS,2025-04-17 00:00:00,667.2709350585938,BUY
CHAMBLFERT.NS,2025-05-07 00:00:00,703.0317993164062,BUY
